Transect 2.4   Atwell Gulch_108,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
1008,863.06,31,5,0.61,4.75,,,,,,new?; 2cm E of .02,,,,,,,,,863.06,0,0
1009,847,31,5,0.21,4.9,1.2,2.9,1.2,2.6,,tag 6cm ENE,,,,,,,,,847,0,0
1010,847.01,31,5,0.21,4.9,1.2,2.8,1.2,2.6,,tag 10cm ENE; 2.5 cm downhill; 2.5cm downhill,,,,,,,,,847.01,0,0
1011,847.02,31,5,0.21,4.9,0,0,0,0,,"tag 16cm ENE, downhill",,,,,,,,,847.02,0,0
1012,847.03,31,5,0.21,4.9,2.8,5.3,2.2,5.6,,"tag 21cm E, adjacent",,,,,,,,,847.03,0,0
1013,847.04,31,5,0.21,4.9,1.3,1.8,1,1.6,,"tag 14cm E; 12cm W of tag, tag 14cm E",,,,,,,,,847.04,0,0
1014,895,31,5,0.16,5.1,0,0,0,0,,tag 10cm NE,,,,,,,,,895,0,0
1015,885,31,5,0.3,5.35,,,0,0,,tag 10.5cm NNE; closest to tag,,,,,,,,,885,0,0
1016,885.01,31,5,0.3,5.35,2.1,4.7,1.8,4.2,,tag 14.5cm; downhill,,,,,,,,,885.01,0,0
NEW,,31,5,,,,,,,,,,,,,,,,,,,
NEW,,31,5,,,,,,,,,,,,,,,,,,,
NEW,,31,5,,,,,,,,,,,,,,,,,,,
NEW,,31,5,,,,,,,,,,,,,,,,,,,
NEW,,31,5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 6   Pond,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
1018,891,118,6,0.8,4,2.3,2.9,2.2,2.9,,"tag 13cm E, growing on dead one; NNE",,,,,,,,,891,0,0
2800,891.01,118,6,0.8,4,2.3,3,1.4,3.1,,tag 14cm S,,,,,,,,,891.01,0,0
3632,891.02,118,6,0.8,4,1.8,3.2,1.9,3.2,,tag 26cm E,,,,,,,,,891.02,,
3633,891.03,118,6,0.8,4,1.8,2.7,1.2,2.8,,tag 39cm ESE,,,,,,,,,891.03,,
1017,759,118,6,0.53,4.02,,,,,,tag 14cm S,,,,,,,,,759,0,0
3429,759.01,118,6,0.53,4.02,,,,,,tag 35cm NE,,,,,,,,,759.01,,
1028,838,118,6,0.8,4.45,,,0,0,,"tag 13cm E, growing on dead one",dead,,,,,,,,838,0,0
3430,838.01,118,6,0.8,4.45,,,,,,tag 26 E,,,,,,,,,838.01,,
1019,859,118,6,0.35,4.5,2.5,5.5,1.9,6.2,,"tag 8cm ENE; closest, 6cm W of tag; closest, 6cm SW of tag",,,,,,,,,859,0,0
1020,859.01,118,6,0.35,4.5,3.4,5.7,2.7,6.1,,"tag 20cm NE; 7.5cm SW of primary, tag 25cm E",,,,,,,,,859.01,0,0
1021,859.02,118,6,0.35,4.5,2.8,3.9,2.3,4,, tag 21cm E,,,,,,,,,859.02,0,0
1022,859.03,118,6,0.35,4.5,1.7,1.4,0,0,,tag 26cm ESE,,,,,,,,,859.03,0,0
1023,859.04,118,6,0.35,4.5,0.8,0.7,1.3,1.1,,"tag 19cm ESE; 3.4cm NE of .03; at base of .3 & closest to tag, tag 19 ENE",tag 20 NE,,,,,,,,859.04,0,0
1024,859.05,118,6,0.35,4.5,,,,,,W of .04; 3.4cm clockwise around .3 @11o'c around pin,,,,,,,,,859.05,0,0
1025,859.06,118,6,0.35,4.5,2.1,2.1,2,2.3,,"tag 31cm ESE; W of .04; adjacent clockwise to .5, 6o'c from 03, tag 31 NE",,,,,,,,,859.06,0,0
1026,859.07,118,6,0.35,4.5,1.1,1.2,1.3,1.4,,"10o'c, tag 22cm ESE, tag 22 NE",,,,,,,,,859.07,0,0
1027,859.08,118,6,0.35,4.5,1.5,1.3,1.4,1.3,,"10o'c, tag 25cm ESE, tag 25 NE",,,,,,,,,859.08,0,0
1038,859.09,118,6,0.35,4.5,0.8,0.6,0,0,,1o'c from 03,,,,,,,,,859.09,0,0
2959,859.1,118,6,0.35,4.5,0.9,0.7,0.8,0.9,,tag 24cm ESE; 21 ESE,,,,,,,,,859.1,0,0
4053,859.101,118,6,0.35,4.5,,,0.6,0.6,,tag 22cm ENE,,,,,,,,,859.101,,
4054,859.102,118,6,0.35,4.5,,,0.6,0.6,,tag 23cm ENE,,,,,,,,,859.102,,
3898,859.11,118,6,0.35,4.5,0.9,0.7,0.8,0.8,,tag N 12 cm,,,,,,,,,859.11,,
3899,859.12,118,6,0.35,4.5,0.8,0.6,0.7,0.7,,tag NNE 12.5 cm,,,,,,,,,859.12,,
4052,859.13,118,6,0.35,4.5,,,1.8,1.8,,tag 26cm ESE,,,,,,,,,859.13,,
4055,859.14,118,6,0.35,4.5,,,0.8,0.8,,tag 4cm NE,,,,,,,,,859.14,,
1029,841,118,6,0.7,4.75,,,,,,dead; ,,,,,,,,,841,0,0
1030,841.01,118,6,0.7,4.75,2.1,3.9,2.5,4,,tag 10cm NE,,,,,,,,,841.01,0,0
1031,841.02,118,6,0.7,4.75,,,,,,15 cm SW of tag,,,,,,,,,841.02,0,0
1032,841.03,118,6,0.7,4.75,,,,,,w of primary; west of new primary,,,,,,,,,841.03,0,0
NEW,,118,6,,,,,,,,,,,,,,,,,,,
NEW,,118,6,,,,,,,,,,,,,,,,,,,
NEW,,118,6,,,,,,,,,,,,,,,,,,,
NEW,,118,6,,,,,,,,,,,,,,,,,,,
NEW,,118,6,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 695   Pond (old),,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,Degrees,Distance,Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
1438,235,120,695,85,0.51,,,,,,,,,,,,,,,235,0,120
1319,810.07,120,695,21,3.64,,,,,,,,,,,,,,,810.07,0,120
1320,810.08,120,695,21,3.64,,,,,,,,,,,,,,,810.08,0,120
1422,821,120,695,60,1.29,,,,,,,,,,,,,,,821,0,120
1318,826,120,695,25,3.45,,,,,,,,,,,,,,,826,0,120
1434,828.05,120,695,0,2.25,,,,,,,,,,,,,,,828.05,0,120
1435,828.06,120,695,0,2.25,,,,,,,,,,,,,,,828.06,0,120
1418,835,120,695,60,0.82,,,,,,,,,,,,,,,835,0,120
1419,835.01,120,695,60,0.82,,,,,,"west, downslope",,,,,,,,,835.01,0,120
1420,835.02,120,695,60,0.82,,,,,,,,,,,,,,,835.02,0,120
1415,837.04,120,695,0,2.72,,,,,,,,,,,,,,,837.04,0,120
1416,837.05,120,695,0,2.72,,,,,,,,,,,,,,,837.05,0,120
1451,837.06,120,695,0,2.72,,,,,,,,,,,,,,,837.06,0,120
1452,837.07,120,695,0,2.72,,,,,,,,,,,,,,,837.07,0,120
1453,837.08,120,695,0,2.72,,,,,,,,,,,,,,,837.08,0,120
1454,837.09,120,695,0,2.72,,,,,,,,,,,,,,,837.09,0,120
1455,837.1,120,695,0,2.72,,,,,,,,,,,,,,,837.1,0,120
1456,837.11,120,695,0,2.72,,,,,,,,,,,,,,,837.11,0,120
1457,837.12,120,695,0,2.72,,,,,,,,,,,,,,,837.12,0,120
1426,849,120,695,120,0.49,,,,,,,,,,,,,,,849,0,120
1411,872.04,120,695,5,1.48,,,,,,,,,,,,,,,872.04,0,120
1412,872.05,120,695,5,1.48,,,,,,,,,,,,,,,872.05,0,120
1413,872.06,120,695,5,1.48,,,,,,,,,,,,,,,872.06,0,120
1421,877,120,695,70,1.92,,,,,,,,,,,,,,,877,0,120
1414,879,120,695,340,2.51,,,,,,,,,,,,,,,879,0,120
1427,886.1,120,695,20,0.45,,,,,,,,,,,,,,,886.1,0,120
1423,890.05,120,695,10,2.35,,,,,,will be .03,,,,,,,,,890.05,0,120
1424,890.06,120,695,10,2.35,,,,,,will be .04,,,,,,,,,890.06,0,120
1425,890.07,120,695,10,2.35,,,,,,,,,,,,,,,890.07,0,120
1432,890.08,120,695,10,2.35,,,,,,,,,,,,,,,890.08,0,120
1436,890.09,120,695,10,2.35,,,,,,,,,,,,,,,890.09,0,120
1437,890.1,120,695,10,2.35,,,,,,,,,,,,,,,890.1,0,120
1446,890.11,120,695,10,2.35,,,,,,,,,,,,,,,890.11,0,120
1447,890.12,120,695,10,2.35,,,,,,,,,,,,,,,890.12,0,120
1448,890.13,120,695,10,2.35,,,,,,,,,,,,,,,890.13,0,120
1449,890.14,120,695,10,2.35,,,,,,,,,,,,,,,890.14,0,120
1450,890.15,120,695,10,2.35,,,,,,,,,,,,,,,890.15,0,120
1417,828.02,120,695,0,2.25,,,,,,"(East) 16 cm S, 3o'c dead",,,,,,,,,828.02,0,120
1431,828.03,120,695,0,2.25,,,,,,(West) 18 cm S of nail,,,,,,,,,828.03,0,120
1433,828.04,120,695,0,2.25,,,,,,"S of .01, 24 cm S of tag",,,,,,,,,828.04,0,120
781,890,120,695,10,2.35,,,,,,tag 14cm NE,,,,,,,,,890,0,120
1323,831.05,120,695,20,3.55,,,,,,,,,,,,,,,831.05,0,120
1354,831.09,120,695,20,3.55,,,,,,,,,,,,,,,831.09,0,120
1355,831.1,120,695,20,3.55,,,,,,,,,,,,,,,831.1,0,120
1356,831.11,120,695,20,3.55,0,0,0,0,,,,,,,,,,,831.11,0,120
1357,831.12,120,695,20,3.55,0,0,0,0,,,,,,,,,,,831.12,0,120
1358,831.13,120,695,20,3.55,0,0,0,0,,,,,,,,,,,831.13,0,120
1359,831.14,120,695,20,3.55,,,,,,,,,,,,,,,831.14,0,120
1360,831.15,120,695,20,3.55,,,,,,,,,,,,,,,831.15,0,120
1361,831.16,120,695,20,3.55,,,,,,,,,,,,,,,831.16,0,120
1362,831.17,120,695,20,3.55,,,,,,,,,,,,,,,831.17,0,120
1364,831.19,120,695,20,3.55,,,,,,,,,,,,,,,831.19,0,120
1365,831.2,120,695,20,3.55,,,,,,,,,,,,,,,831.2,0,120
1366,831.21,120,695,20,3.55,,,,,,,,,,,,,,,831.21,0,120
1367,831.22,120,695,20,3.55,,,,,,,,,,,,,,,831.22,0,120
NEW,,120,695,,,,,,,,,,,,,,,,,,,
NEW,,120,695,,,,,,,,,,,,,,,,,,,
NEW,,120,695,,,,,,,,,,,,,,,,,,,
NEW,,120,695,,,,,,,,,,,,,,,,,,,
NEW,,120,695,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 696   Pond (old),,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,Degrees,Distance,Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
1295,701.04,119,696,200,0.9,,,,,,E of .3,,,,,,,,,701.04,0,119
1296,701.05,119,696,200,0.9,,,,,,E of .04,,,,,,,,,701.05,0,119
1297,701.06,119,696,200,0.9,,,,,,between .4 and .5 (N),,,,,,,,,701.06,0,119
1298,701.07,119,696,200,0.9,,,,,,W of .6,,,,,,,,,701.07,0,119
1316,711.12,119,696,320,2.05,,,,,,12cm from primary (W),,,,,,,,,711.12,0,119
1472,711.13,119,696,320,2.05,,,,,,SW,,,,,,,,,711.13,0,119
1473,711.14,119,696,320,2.05,,,,,,20 cm SSE of primary,,,,,,,,,711.14,0,119
1474,711.15,119,696,320,2.05,,,,,,18cm W of primary,,,,,,,,,711.15,0,119
1442,716.14,119,696,342,2.1,,,,,,"W of .13, tucked between big",,,,,,,,,716.14,0,119
1443,716.15,119,696,342,2.1,,,,,,"W of .13, tucked between big",,,,,,,,,716.15,0,119
1461,727.12,119,696,208,0.8,,,,,,,,,,,,,,,727.12,0,119
1462,727.13,119,696,208,0.8,,,,,,,,,,,,,,,727.13,0,119
1299,753.01,119,696,310,1.7,,,,,,,,,,,,,,,753.01,0,119
1291,766.02,119,696,282,1.85,,,,,,SE + 3 W minis,,,,,,,,,766.02,119,119
1463,766.03,119,696,282,1.85,,,,,,,,,,,,,,,766.03,0,119
1464,766.04,119,696,282,1.85,,,,,,,,,,,,,,,766.04,0,119
1465,766.05,119,696,282,1.85,,,,,,,,,,,,,,,766.05,0,119
1470,852.01,119,696,284,1.7,,,,,,16cm E of primary,,,,,,,,,852.01,0,119
1313,857,119,696,330,2.65,,,,,,6 cm S of pin,,,,,,,,,857,0,119
1314,857.01,119,696,330,2.65,,,,,,"under Atriplex, W of tag",,,,,,,,,857.01,0,119
1300,859.1,119,696,78,2,,,,,,"2cm from .3,  3.2cm from .9",,,,,,,,,859.1,0,119
1301,859.11,119,696,78,2,,,,,,"2.8cm from .10 and 2.3cm from .3, clockwise",,,,,,,,,859.11,0,119
1302,859.12,119,696,78,2,,,,,,2.8cm near base clockwise,,,,,,,,,859.12,0,119
1303,859.13,119,696,78,2,,,,,,1cm clockwise at base,,,,,,,,,859.13,0,119
1304,859.14,119,696,78,2,,,,,,adjacent,,,,,,,,,859.14,0,119
1305,859.15,119,696,78,2,,,,,,under rock 0.4cm clockwise,,,,,,,,,859.15,0,119
1471,865.02,119,696,257,1.9,,,,,,3cm E of .01,,,,,,,,,865.02,0,119
1441,887.08,119,696,257,1.6,,,,,,closest to tag W of,,,,,,,,,887.08,0,119
1306,891.01,119,696,90,1.8,,,,,,,,,,,,,,,891.01,0,119
1307,891.02,119,696,90,1.8,,,,,,,,,,,,,,,891.02,0,119
1308,891.03,119,696,90,1.8,,,,,,,,,,,,,,,891.03,0,119
1309,891.04,119,696,90,1.8,,,,,,,,,,,,,,,891.04,0,119
1310,891.05,119,696,90,1.8,,,,,,,,,,,,,,,891.05,0,119
1311,891.06,119,696,90,1.8,,,,,,4cm W of dead one,,,,,,,,,891.06,0,119
1315,899.04,119,696,340,2.1,,,,,,S at base,,,,,,,,,899.04,0,119
2565,719.01,119,696,,,0,0,0,0,,"away from rebar, under rock",,,,,,,,,719.01,119,0
1468,830.01,119,696,240,2.2,,,,,,N of tag 6 cm,,,,,,,,,830.01,0,119
1469,830.02,119,696,240,2.2,,,,,,next furthest from tag (NW),,,,,,,,,830.02,0,119
2806,887.04,119,696,,,,,,,,tag 14.5cm NW,,,,,,,,,887.04,0,0
2807,887.08,119,696,,,,,,,,tag 9cm WNW,,,,,,,,,887.08,0,0
2811,893.01,119,696,,,,,,,,"tag 7.5cm WNW, closest to tag",,,,,,,,,893.01,0,0
1439,861.04,119,696,252,1.75,,,,,,8.5 cm E of tag,,,,,,,,,861.04,0,119
2801,766.06,119,696,,,,,,,,"tag is 32cm W, closest to tag",,,,,,,,,766.06,0,0
2802,766.07,119,696,,,,,,,,tag 36.5cm NW,,,,,,,,,766.07,0,0
2803,766.08,119,696,,,,,,,,tag 29cm W,,,,,,,,,766.08,0,0
2804,766.09,119,696,,,,,,,,tag 31cm W,,,,,,,,,766.09,0,0
2805,766.1,119,696,,,,,,,,"tag 31cm W, N of 766.09",,,,,,,,,766.1,0,0
2808,882.01,119,696,,,,,,,,tag 16.5cm W,,,,,,,,,882.01,0,0
2809,882.02,119,696,,,,,,,,tag 29cm NW,,,,,,,,,882.02,0,0
2810,882.03,119,696,,,,,,,,tag 25.5cm WNW,,,,,,,,,882.03,0,0
1292,722.01,119,696,277,1.8,,,,,,12 cm S of tag,,,,,,,,,722.01,0,119
1293,727.07,119,696,208,0.8,,,,,,6 cm NE of primary,,,,,,,,,727.07,0,119
1294,727.08,119,696,208,0.8,,,,,,30 cm NE of tag,,,,,,,,,727.08,0,119
1458,727.09,119,696,208,0.8,,,,,,19 cm NE of pin,,,,,,,,,727.09,0,119
1459,727.1,119,696,208,0.8,,,,,,19 cm to E,,,,,,,,,727.1,0,119
1460,727.11,119,696,208,0.8,,,,,,20 cm to E of .10,,,,,,,,,727.11,0,119
1312,855,119,696,2,3.4,,,,,,,,,,,,,,,855,0,119
NEW,,119,696,,,,,,,,,,,,,,,,,,,
NEW,,119,696,,,,,,,,,,,,,,,,,,,
NEW,,119,696,,,,,,,,,,,,,,,,,,,
NEW,,119,696,,,,,,,,,,,,,,,,,,,
NEW,,119,696,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 698   Pond (old),,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,Degrees,Distance,Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
1348,805,121,698,275,3.2,,,,,,,,,,,,,,,805,0,121
1350,807,121,698,265,0.83,,,,,,,,,,,,,,,807,0,121
1325,809,121,698,10,0.86,,,,,,,,,,,,,,,809,0,121
1326,809.01,121,698,10,0.86,,,,,,closest to nail clockwise inner circle,,,,,,,,,809.01,0,121
1327,809.02,121,698,10,0.86,,,,,,,,,,,,,,,809.02,0,121
1328,809.03,121,698,10,0.86,,,,,,,,,,,,,,,809.03,0,121
1329,809.04,121,698,10,0.86,,,,,,,,,,,,,,,809.04,0,121
1330,809.05,121,698,10,0.86,,,,,,,,,,,,,,,809.05,0,121
1331,809.06,121,698,10,0.86,,,,,,"outer circle, clockwise",,,,,,,,,809.06,0,121
1332,809.07,121,698,10,0.86,,,,,,,,,,,,,,,809.07,0,121
1333,809.08,121,698,10,0.86,,,,,,,,,,,,,,,809.08,0,121
1334,809.09,121,698,10,0.86,,,,,,separated from main cluster,,,,,,,,,809.09,0,121
1335,815,121,698,65,1.02,,,,,,,,,,,,,,,815,0,121
1343,817,121,698,208,0.83,,,,,,closest to rebar furthest from tag,,,,,,,,,817,0,121
1344,817.01,121,698,208,0.83,,,,,,"clockwise, of remaining, furthest from tag",,,,,,,,,817.01,0,121
1345,817.02,121,698,208,0.83,,,,,,clk,,,,,,,,,817.02,0,121
1346,817.03,121,698,208,0.83,,,,,,clk,,,,,,,,,817.03,0,121
1347,817.04,121,698,208,0.83,,,,,,,,,,,,,,,817.04,0,121
1475,817.05,121,698,208,0.83,,,,,,,,,,,,,,,817.05,0,121
1349,818,121,698,270,0.9,,,,,,,,,,,,,,,818,0,121
1338,819,121,698,70,1.12,,,,,,"closest to nail,",,,,,,,,,819,0,121
1339,819.01,121,698,70,1.12,,,,,,clockwise,,,,,,,,,819.01,0,121
1340,819.02,121,698,70,1.12,,,,,,,,,,,,,,,819.02,0,121
1341,819.03,121,698,70,1.12,,,,,,,,,,,,,,,819.03,0,121
1336,822,121,698,80,1.19,,,,,,,,,,,,,,,822,0,121
1351,825,121,698,285,3.25,,,,,,,,,,,,,,,825,0,121
1342,827,121,698,110,1.9,,,,,,,,,,,,,,,827,0,121
1337,829,121,698,95,1.33,,,,,,,,,,,,,,,829,0,121
1444,939,121,698,300,4,,,,,,cactus 60cm E of nail,,,,,,,,,939,0,121
1445,979,121,698,330,4.1,,,,,,25cm E of nail,,,,,,,,,979,0,121
2348,809.1,121,698,,,,,,,,furthest from tag by clump,,,,,,,,,809.1,0,0
2349,809.11,121,698,,,,,,,,"by 809.05, by tag",,,,,,,,,809.11,0,0
2567,809.12,121,698,,,,,,,,E of cluster (under 809.00),,,,,,,,,809.12,0,0
2568,809.13,121,698,,,,,,,,N of .08 (E of pair),,,,,,,,,809.13,0,0
2569,809.14,121,698,,,,,,,,N of .08 (W of pair),,,,,,,,,809.14,0,0
2350,829.01,121,698,,,,,,,,N,,,,,,,,,829.01,0,0
2351,829.02,121,698,,,,,,,,S,,,,,,,,,829.02,0,0
2352,805.01,121,698,,,,,,,,,,,,,,,,,805.01,0,0
2570,979.01,121,698,,,,,,,,,,,,,,,,,979.01,0,0
NEW,,121,698,,,,,,,,,,,,,,,,,,,
NEW,,121,698,,,,,,,,,,,,,,,,,,,
NEW,,121,698,,,,,,,,,,,,,,,,,,,
NEW,,121,698,,,,,,,,,,,,,,,,,,,
NEW,,121,698,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect A2   Oil Pad (old),,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
NEW,,83,A2,,,,,,,,,,,,,,,,,,,
NEW,,83,A2,,,,,,,,,,,,,,,,,,,
NEW,,83,A2,,,,,,,,,,,,,,,,,,,
NEW,,83,A2,,,,,,,,,,,,,,,,,,,
NEW,,83,A2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect A9   Oil Pad (old),,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
NEW,,84,A9,,,,,,,,,,,,,,,,,,,
NEW,,84,A9,,,,,,,,,,,,,,,,,,,
NEW,,84,A9,,,,,,,,,,,,,,,,,,,
NEW,,84,A9,,,,,,,,,,,,,,,,,,,
NEW,,84,A9,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect A13   Oil Pad (old),,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
NEW,,85,A13,,,,,,,,,,,,,,,,,,,
NEW,,85,A13,,,,,,,,,,,,,,,,,,,
NEW,,85,A13,,,,,,,,,,,,,,,,,,,
NEW,,85,A13,,,,,,,,,,,,,,,,,,,
NEW,,85,A13,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect A15   Oil Pad (old),,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
NEW,,86,A15,,,,,,,,,,,,,,,,,,,
NEW,,86,A15,,,,,,,,,,,,,,,,,,,
NEW,,86,A15,,,,,,,,,,,,,,,,,,,
NEW,,86,A15,,,,,,,,,,,,,,,,,,,
NEW,,86,A15,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect B2   Oil Pad (old),,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
NEW,,87,B2,,,,,,,,,,,,,,,,,,,
NEW,,87,B2,,,,,,,,,,,,,,,,,,,
NEW,,87,B2,,,,,,,,,,,,,,,,,,,
NEW,,87,B2,,,,,,,,,,,,,,,,,,,
NEW,,87,B2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect B17   Oil Pad (old),,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
2812,417,88,B17,1.25,11.8,,,,,,tag 10cm N,,,,,,,,,417,88,0
NEW,,88,B17,,,,,,,,,,,,,,,,,,,
NEW,,88,B17,,,,,,,,,,,,,,,,,,,
NEW,,88,B17,,,,,,,,,,,,,,,,,,,
NEW,,88,B17,,,,,,,,,,,,,,,,,,,
NEW,,88,B17,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect B22   Oil Pad (old),,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
